ev,het,datum,sz1,sz2,sz3,sz4,sz5
1985,31,,20,32,69,75,78
1985,30,,9,12,22,40,88
1985,29,,1,2,59,85,88
1985,28,,20,71,76,87,90
1985,27,,12,43,46,48,60
1985,26,,3,17,18,33,88
1985,25,,6,11,56,61,71
1985,24,,10,38,44,45,48
1985,23,,43,45,64,74,80
1985,22,,22,30,32,54,63
1985,21,,7,34,69,70,81
1985,20,,7,26,31,52,79
1985,19,,2,14,30,32,33
1985,18,,17,58,66,79,84
1985,17,,11,14,18,31,54
1985,16,,21,34,68,80,89
1985,15,,6,37,66,77,88
1985,14,,51,53,55,65,82
1985,13,,3,18,41,66,85
1985,12,,19,25,40,45,70
1985,11,,2,18,39,57,64
1985,10,,3,36,41,58,69
1985,9,,15,28,58,70,72
1985,8,,7,25,28,39,69
1985,7,,7,8,67,75,80
1985,6,,8,10,14,30,75
1985,5,,9,46,66,67,84
1985,4,,10,44,54,58,68
1985,3,,24,51,72,77,79
1985,2,,11,19,61,62,89
1985,1,,43,47,59,63,84
1984,52,,1,12,32,65,84
1984,51,,17,21,34,49,60
1984,50,,8,19,63,80,90
1984,49,,14,29,30,86,87
1984,48,,7,16,20,65,75
1984,47,,23,28,62,64,79
1984,46,,4,74,77,78,89
1984,45,,8,22,24,42,85
1984,44,,9,20,34,63,77
1984,43,,11,20,51,55,78
1984,42,,2,57,66,67,69
1984,41,,4,6,47,49,56
1984,40,,3,10,28,31,88
1984,39,,46,52,56,67,90
1984,38,,58,63,64,66,79
1984,37,,18,28,57,72,82
1984,36,,10,20,44,64,80
1984,35,,5,18,53,72,87
1984,34,,29,33,42,48,51
1984,33,,30,52,68,69,79
1984,32,,4,8,44,58,65
1984,31,,10,17,78,81,85
1984,30,,2,43,56,67,90
1984,29,,26,31,42,52,90
1984,28,,7,25,29,36,79
1984,27,,12,13,60,70,88
1984,26,,9,20,24,85,86
1984,25,,1,3,15,37,40
1984,24,,53,57,62,77,83
1984,23,,9,26,77,84,87
1984,22,,20,36,39,50,84
1984,21,,3,17,18,64,87
1984,20,,20,35,46,57,78
1984,19,,13,14,49,65,84
1984,18,,43,54,63,65,66
1984,17,,4,6,31,41,56
1984,16,,2,34,67,77,83
1984,15,,19,38,56,60,65
1984,14,,10,17,28,50,80
1984,13,,2,14,30,51,63
1984,12,,10,40,55,64,67
1984,11,,16,26,47,51,62
1984,10,,2,14,17,29,75
1984,9,,20,22,49,78,90
1984,8,,17,31,48,59,85
1984,7,,18,30,57,61,81
1984,6,,4,9,30,83,84
1984,5,,2,7,20,27,43
1984,4,,15,26,54,83,85
1984,3,,2,4,28,37,55
1984,2,,7,13,54,55,89
1984,1,,19,25,31,54,76
1983,52,,44,46,50,68,81
1983,51,,10,48,53,67,73
1983,50,,19,65,68,78,83
1983,49,,32,38,44,71,72
1983,48,,4,24,27,58,79
1983,47,,18,43,44,50,83
1983,46,,10,34,54,80,83
1983,45,,19,41,51,56,84
1983,44,,2,13,17,43,75
1983,43,,1,35,39,78,84
1983,42,,12,25,43,53,54
1983,41,,41,55,77,88,90
1983,40,,14,17,30,83,85
1983,39,,15,28,54,78,80
1983,38,,8,38,65,67,77
1983,37,,10,18,20,24,66
1983,36,,16,18,60,75,88
1983,35,,4,5,28,41,88
1983,34,,20,32,34,54,64
1983,33,,29,41,68,78,82
1983,32,,8,13,20,26,89
1983,31,,4,31,62,82,89
1983,30,,4,21,37,51,67
1983,29,,13,27,29,49,83
1983,28,,23,37,58,72,85
1983,27,,41,50,57,61,62
1983,26,,10,13,60,61,62
1983,25,,12,20,25,47,81
1983,24,,9,30,44,60,67
1983,23,,7,21,63,64,85
1983,22,,3,4,34,45,77
1983,21,,31,43,49,52,73
1983,20,,12,18,55,60,74
1983,19,,16,29,43,56,90
1983,18,,39,43,53,64,70
1983,17,,47,55,67,78,84
1983,16,,25,64,78,79,88
1983,15,,23,41,55,76,84
1983,14,,12,42,61,66,68
1983,13,,25,34,56,59,85
1983,12,,19,36,51,54,61
1983,11,,5,7,65,68,83
1983,10,,2,26,52,66,76
1983,9,,13,18,30,54,71
1983,8,,7,18,19,54,61
1983,7,,3,10,50,60,63
1983,6,,29,40,60,69,72
1983,5,,23,32,70,80,81
1983,4,,30,54,62,76,83
1983,3,,39,47,55,76,90
1983,2,,6,12,20,72,86
1983,1,,13,23,24,85,89
1982,53,,12,36,40,55,68
1982,52,,3,30,41,63,81
1982,51,,3,35,41,72,80
1982,50,,4,18,22,39,58
1982,49,,13,24,27,31,75
1982,48,,29,38,59,66,75
1982,47,,1,56,59,64,84
1982,46,,17,21,31,71,80
1982,45,,16,18,29,49,62
1982,44,,18,45,49,50,75
1982,43,,10,32,46,67,84
1982,42,,1,10,38,67,77
1982,41,,10,25,60,78,79
1982,40,,6,41,68,71,81
1982,39,,31,54,58,59,69
1982,38,,8,9,19,26,61
1982,37,,8,9,43,72,84
1982,36,,18,29,67,85,87
1982,35,,1,48,71,74,89
1982,34,,16,46,51,73,83
1982,33,,35,64,65,86,88
1982,32,,16,36,60,66,72
1982,31,,16,41,44,49,80
1982,30,,30,48,72,76,87
1982,29,,34,39,55,62,81
1982,28,,23,29,41,45,63
1982,27,,8,16,17,48,86
1982,26,,3,32,50,52,69
1982,25,,8,20,29,31,42
1982,24,,1,8,33,34,35
1982,23,,11,17,48,88,90
1982,22,,13,32,43,62,90
1982,21,,7,35,38,61,86
1982,20,,16,22,26,29,64
1982,19,,10,16,24,67,84
1982,18,,37,47,53,62,75
1982,17,,9,11,14,19,89
1982,16,,1,4,18,46,47
1982,15,,14,17,49,76,82
1982,14,,4,12,25,38,66
1982,13,,23,56,61,63,89
1982,12,,43,59,69,82,85
1982,11,,8,9,43,76,81
1982,10,,22,29,36,56,75
1982,9,,40,41,47,68,83
1982,8,,21,42,54,73,87
1982,7,,32,50,68,69,85
1982,6,,3,9,11,29,71
1982,5,,20,30,33,49,77
1982,4,,23,31,56,66,85
1982,3,,2,24,35,65,75
1982,2,,19,29,31,63,87
1982,1,,43,44,63,74,84
1981,52,,12,23,42,56,72
1981,51,,33,36,59,76,80
1981,50,,8,10,25,40,86
1981,49,,34,69,78,85,86
1981,48,,19,40,51,75,76
1981,47,,19,23,25,32,51
1981,46,,14,32,42,43,62
1981,45,,12,17,29,60,88
1981,44,,16,25,41,64,85
1981,43,,3,4,11,53,68
1981,42,,14,34,67,69,88
1981,41,,42,51,60,80,90
1981,40,,3,11,12,20,53
1981,39,,15,57,73,78,81
1981,38,,13,21,27,86,89
1981,37,,18,62,64,78,89
1981,36,,14,40,54,55,61
1981,35,,37,46,49,50,66
1981,34,,16,18,24,40,50
1981,33,,4,25,60,69,85
1981,32,,45,47,64,83,89
1981,31,,19,21,27,48,81
1981,30,,3,46,74,76,87
1981,29,,36,40,45,56,81
1981,28,,18,19,27,54,56
1981,27,,8,35,38,44,50
1981,26,,47,52,57,85,90
1981,25,,8,45,46,54,59
1981,24,,3,58,62,79,80
1981,23,,2,15,25,32,37
1981,22,,11,24,46,49,60
1981,21,,15,24,32,33,67
1981,20,,4,16,28,61,62
1981,19,,13,23,38,45,48
1981,18,,4,14,19,46,72
1981,17,,9,10,22,60,87
1981,16,,7,32,60,61,89
1981,15,,15,27,40,47,76
1981,14,,9,14,27,30,69
1981,13,,12,19,39,44,90
1981,12,,15,64,73,79,82
1981,11,,4,8,23,47,85
1981,10,,14,20,31,73,86
1981,9,,41,52,54,55,87
1981,8,,4,10,47,55,77
1981,7,,1,34,50,59,79
1981,6,,29,44,46,56,73
1981,5,,6,12,32,46,87
1981,4,,1,10,33,46,86
1981,3,,23,29,56,67,69
1981,2,,6,41,57,62,78
1981,1,,13,24,41,48,70
1980,52,,28,45,49,55,70
1980,51,,14,24,46,70,84
1980,50,,34,64,70,74,87
1980,49,,12,19,46,52,53
1980,48,,26,49,62,63,74
1980,47,,4,6,44,45,53
1980,46,,3,8,20,32,79
1980,45,,7,10,15,46,75
1980,44,,13,16,21,23,30
1980,43,,1,15,39,52,84
1980,42,,17,41,52,77,87
1980,41,,3,14,47,75,86
1980,40,,8,13,46,54,56
1980,39,,3,12,32,40,52
1980,38,,3,19,71,76,83
1980,37,,18,23,32,46,64
1980,36,,22,32,40,47,79
1980,35,,15,25,39,42,77
1980,34,,36,48,62,65,69
1980,33,,16,28,51,59,64
1980,32,,48,59,65,68,90
1980,31,,12,18,72,80,90
1980,30,,12,13,37,56,89
1980,29,,13,25,27,42,71
1980,28,,7,9,14,15,80
1980,27,,5,18,27,39,43
1980,26,,10,25,36,51,55
1980,25,,7,13,17,22,24
1980,24,,3,43,45,72,87
1980,23,,6,23,27,35,42
1980,22,,11,21,68,79,81
1980,21,,18,21,29,66,80
1980,20,,18,31,47,64,76
1980,19,,14,22,29,59,60
1980,18,,19,25,33,53,59
1980,17,,3,40,58,59,87
1980,16,,15,46,59,60,81
1980,15,,17,23,34,55,66
1980,14,,14,31,64,66,77
1980,13,,2,23,50,64,90
1980,12,,7,38,43,69,81
1980,11,,18,64,70,86,90
1980,10,,11,12,54,56,82
1980,9,,5,17,41,62,72
1980,8,,10,32,82,84,87
1980,7,,10,24,35,73,78
1980,6,,5,7,14,20,40
1980,5,,3,17,53,56,59
1980,4,,7,13,25,66,86
1980,3,,22,36,53,54,87
1980,2,,22,51,54,73,75
1980,1,,12,46,55,69,71
1979,52,,13,28,37,70,74
1979,51,,22,34,68,87,89
1979,50,,10,43,49,74,89
1979,49,,3,25,45,64,79
1979,48,,8,36,38,68,73
1979,47,,16,31,48,62,63
1979,46,,9,35,48,49,69
1979,45,,7,16,52,77,80
1979,44,,14,32,73,87,88
1979,43,,18,36,47,48,60
1979,42,,29,30,37,70,71
1979,41,,19,35,38,77,79
1979,40,,2,8,11,16,53
1979,39,,22,26,35,45,57
1979,38,,34,59,67,75,78
1979,37,,4,6,50,56,68
1979,36,,8,22,45,52,74
1979,35,,6,10,42,48,66
1979,34,,5,8,44,45,49
1979,33,,16,46,63,80,81
1979,32,,26,31,35,36,50
1979,31,,3,5,31,74,90
1979,30,,20,22,64,66,69
1979,29,,15,32,34,51,84
1979,28,,2,12,29,62,79
1979,27,,11,20,34,42,48
1979,26,,50,56,57,59,74
1979,25,,14,15,71,84,88
1979,24,,7,16,40,87,89
1979,23,,12,30,41,60,62
1979,22,,42,45,59,62,69
1979,21,,6,7,41,46,86
1979,20,,28,33,34,47,76
1979,19,,16,25,27,54,87
1979,18,,11,25,35,45,57
1979,17,,7,35,36,61,82
1979,16,,7,20,51,74,87
1979,15,,3,25,40,43,82
1979,14,,4,18,48,75,87
1979,13,,6,12,45,56,75
1979,12,,4,10,19,42,79
1979,11,,43,52,55,81,89
1979,10,,28,29,35,48,87
1979,9,,45,55,69,75,83
1979,8,,17,62,64,79,83
1979,7,,13,24,42,81,84
1979,6,,47,53,54,56,74
1979,5,,27,60,62,66,82
1979,4,,9,13,37,82,90
1979,3,,21,24,49,66,80
1979,2,,10,15,63,66,89
1979,1,,34,37,60,64,78
1978,52,,16,19,52,68,84
1978,51,,14,36,63,76,89
1978,50,,40,43,50,61,83
1978,49,,12,31,58,85,88
1978,48,,10,13,22,76,90
1978,47,,19,21,22,46,89
1978,46,,35,59,62,66,72
1978,45,,18,23,29,56,71
1978,44,,15,17,48,70,77
1978,43,,8,37,68,74,80
1978,42,,7,15,30,40,50
1978,41,,49,59,60,72,74
1978,40,,10,19,56,58,71
1978,39,,27,31,58,66,83
1978,38,,4,9,65,70,90
1978,37,,20,35,47,58,88
1978,36,,25,33,43,56,80
1978,35,,9,42,78,84,86
1978,34,,3,9,26,40,75
1978,33,,32,36,47,49,52
1978,32,,9,23,27,33,88
1978,31,,9,20,32,59,83
1978,30,,7,8,51,59,86
1978,29,,1,6,15,58,78
1978,28,,15,32,60,72,85
1978,27,,21,44,47,48,84
1978,26,,19,45,46,56,72
1978,25,,6,27,57,61,88
1978,24,,16,26,56,86,88
1978,23,,21,26,29,39,71
1978,22,,25,45,57,74,78
1978,21,,11,18,22,36,56
1978,20,,27,28,39,47,77
1978,19,,7,28,65,71,81
1978,18,,14,29,57,66,89
1978,17,,32,57,69,73,87
1978,16,,4,61,73,79,88
1978,15,,22,30,38,52,59
1978,14,,1,24,51,53,85
1978,13,,37,44,68,75,76
1978,12,,19,38,51,84,90
1978,11,,17,26,34,45,49
1978,10,,3,41,42,57,70
1978,9,,1,22,28,45,74
1978,8,,14,38,45,46,83
1978,7,,17,40,45,62,65
1978,6,,1,8,15,22,37
1978,5,,2,22,57,60,89
1978,4,,24,53,64,82,86
1978,3,,17,29,67,71,72
1978,2,,13,39,45,71,75
1978,1,,8,31,57,60,75
1977,52,,2,53,55,57,81
1977,51,,14,45,53,65,89
1977,50,,17,52,53,58,75
1977,49,,25,39,53,75,90
1977,48,,20,25,31,87,90
1977,47,,35,43,61,67,86
1977,46,,3,36,41,46,56
1977,45,,9,25,48,64,83
1977,44,,3,18,59,67,73
1977,43,,7,41,47,48,90
1977,42,,21,24,42,65,77
1977,41,,23,29,42,43,60
1977,40,,29,42,72,73,82
1977,39,,11,15,46,70,83
1977,38,,5,21,32,49,77
1977,37,,2,31,35,47,54
1977,36,,35,44,49,72,86
1977,35,,14,18,68,76,78
1977,34,,18,20,24,35,52
1977,33,,21,22,44,62,80
1977,32,,13,31,59,64,86
1977,31,,23,42,56,72,77
1977,30,,3,18,29,33,60
1977,29,,9,48,59,84,90
1977,28,,10,18,21,60,76
1977,27,,1,22,61,62,72
1977,26,,6,14,18,21,25
1977,25,,25,30,40,45,78
1977,24,,4,19,73,82,87
1977,23,,46,52,72,75,79
1977,22,,52,55,63,66,86
1977,21,,16,20,25,66,77
1977,20,,10,15,32,51,75
1977,19,,1,2,28,57,60
1977,18,,18,27,42,66,69
1977,17,,7,45,57,83,88
1977,16,,6,16,32,67,82
1977,15,,11,12,23,32,77
1977,14,,23,27,37,38,47
1977,13,,18,44,78,81,89
1977,12,,13,21,26,44,71
1977,11,,31,53,60,63,82
1977,10,,7,33,35,54,72
1977,9,,24,30,51,60,71
1977,8,,14,49,52,71,86
1977,7,,7,15,59,68,75
1977,6,,5,12,33,68,74
1977,5,,7,19,20,46,52
1977,4,,13,66,71,75,77
1977,3,,6,25,70,82,88
1977,2,,4,13,15,22,27
1977,1,,6,10,36,51,56
1976,53,,4,14,21,24,72
1976,52,,3,25,67,69,89
1976,51,,6,47,57,72,75
1976,50,,14,38,47,87,89
1976,49,,32,58,70,76,80
1976,48,,26,41,48,56,67
1976,47,,22,56,58,64,86
1976,46,,48,51,55,81,88
1976,45,,10,24,43,50,84
1976,44,,23,59,63,81,89
1976,43,,3,12,20,29,36
1976,42,,17,20,52,55,65
1976,41,,5,45,58,68,73
1976,40,,32,34,37,72,86
1976,39,,6,12,16,27,41
1976,38,,32,39,55,67,69
1976,37,,1,3,44,49,69
1976,36,,18,21,31,46,61
1976,35,,6,35,73,81,90
1976,34,,35,41,64,75,76
1976,33,,13,15,29,52,64
1976,32,,11,36,50,64,87
1976,31,,16,20,53,85,86
1976,30,,1,7,28,34,65
1976,29,,2,5,8,19,51
1976,28,,9,15,30,41,89
1976,27,,3,45,66,81,87
1976,26,,7,10,34,42,74
1976,25,,7,10,14,17,47
1976,24,,8,25,37,56,83
1976,23,,1,5,28,56,88
1976,22,,3,7,16,42,84
1976,21,,11,21,38,49,50
1976,20,,15,50,64,79,88
1976,19,,2,3,6,8,30
1976,18,,1,9,34,52,66
1976,17,,11,28,35,39,63
1976,16,,19,32,52,72,81
1976,15,,6,7,10,50,70
1976,14,,5,23,51,78,81
1976,13,,33,58,64,66,77
1976,12,,2,21,73,74,85
1976,11,,6,9,21,60,75
1976,10,,7,26,32,81,85
1976,9,,52,58,60,83,87
1976,8,,39,55,64,85,86
1976,7,,7,44,55,66,88
1976,6,,35,43,64,83,84
1976,5,,9,11,36,60,85
1976,4,,42,54,66,75,90
1976,3,,14,24,42,61,77
1976,2,,8,11,36,39,71
1976,1,,42,60,62,74,89
1975,52,,50,53,67,88,90
1975,51,,21,54,82,84,90
1975,50,,1,9,19,23,73
1975,49,,6,7,9,33,88
1975,48,,3,19,29,49,73
1975,47,,4,10,28,47,77
1975,46,,6,41,53,66,72
1975,45,,33,41,45,77,83
1975,44,,9,11,54,72,90
1975,43,,2,17,29,60,71
1975,42,,25,43,48,61,81
1975,41,,18,23,40,70,76
1975,40,,10,12,16,60,87
1975,39,,16,43,54,78,79
1975,38,,2,49,79,81,88
1975,37,,27,28,46,49,73
1975,36,,4,13,28,72,77
1975,35,,8,26,39,89,90
1975,34,,3,12,29,50,77
1975,33,,13,44,47,75,86
1975,32,,12,15,27,40,62
1975,31,,3,23,57,58,82
1975,30,,10,30,42,50,51
1975,29,,37,43,50,70,84
1975,28,,24,40,42,44,71
1975,27,,12,16,20,37,47
1975,26,,17,50,58,65,84
1975,25,,2,8,59,63,82
1975,24,,35,36,52,81,86
1975,23,,31,55,65,69,86
1975,22,,12,22,50,76,85
1975,21,,6,34,36,67,89
1975,20,,5,10,37,56,71
1975,19,,1,15,34,36,53
1975,18,,4,43,50,54,65
1975,17,,17,22,24,29,59
1975,16,,4,37,62,72,85
1975,15,,3,56,61,85,89
1975,14,,4,8,33,47,84
1975,13,,5,21,39,61,76
1975,12,,20,24,37,54,90
1975,11,,13,41,43,85,88
1975,10,,10,26,44,54,73
1975,9,,3,14,29,33,59
1975,8,,1,3,11,19,84
1975,7,,21,37,39,56,77
1975,6,,17,26,38,84,86
1975,5,,12,20,29,38,40
1975,4,,16,35,39,40,42
1975,3,,1,34,57,58,61
1975,2,,3,13,38,69,71
1975,1,,5,15,41,66,86
1974,52,,35,50,52,83,86
1974,51,,1,23,52,61,87
1974,50,,31,39,41,63,74
1974,49,,16,30,32,50,74
1974,48,,11,33,35,38,54
1974,47,,22,49,54,81,88
1974,46,,8,14,56,70,86
1974,45,,7,21,51,63,87
1974,44,,14,44,46,48,67
1974,43,,18,29,33,39,75
1974,42,,15,25,65,77,90
1974,41,,43,45,67,71,83
1974,40,,22,32,38,45,59
1974,39,,8,27,36,77,83
1974,38,,40,42,52,61,75
1974,37,,17,41,59,68,84
1974,36,,9,13,17,19,89
1974,35,,33,40,69,88,89
1974,34,,41,53,58,82,90
1974,33,,28,47,65,68,84
1974,32,,9,43,53,79,81
1974,31,,5,29,33,69,82
1974,30,,2,16,34,68,79
1974,29,,11,20,71,79,80
1974,28,,43,56,64,69,81
1974,27,,5,15,50,63,78
1974,26,,35,47,57,71,86
1974,25,,16,24,57,77,86
1974,24,,1,49,53,75,86
1974,23,,8,27,49,76,81
1974,22,,6,15,41,48,84
1974,21,,3,8,22,39,55
1974,20,,10,22,72,75,80
1974,19,,2,3,43,47,80
1974,18,,22,23,67,79,81
1974,17,,10,34,47,84,85
1974,16,,13,34,47,48,73
1974,15,,31,33,54,62,85
1974,14,,22,39,43,44,52
1974,13,,12,21,42,60,84
1974,12,,6,14,37,46,54
1974,11,,41,51,58,65,76
1974,10,,34,36,54,58,87
1974,9,,13,33,48,75,76
1974,8,,50,56,67,78,82
1974,7,,2,17,20,22,33
1974,6,,6,12,14,30,45
1974,5,,29,30,38,43,73
1974,4,,29,42,46,50,57
1974,3,,18,20,35,51,72
1974,2,,22,29,56,73,83
1974,1,,10,23,41,54,75
1973,52,,24,31,36,71,78
1973,51,,11,41,48,56,81
1973,50,,17,42,61,79,82
1973,49,,8,32,51,77,87
1973,48,,21,23,26,37,38
1973,47,,3,25,36,48,85
1973,46,,6,36,44,46,86
1973,45,,10,52,61,78,84
1973,44,,16,42,71,76,90
1973,43,,3,38,46,59,83
1973,42,,6,10,57,60,75
1973,41,,9,12,13,46,51
1973,40,,4,41,70,74,83
1973,39,,2,12,22,60,68
1973,38,,9,51,52,79,84
1973,37,,18,24,43,52,63
1973,36,,4,8,35,42,61
1973,35,,3,28,44,58,61
1973,34,,4,15,23,29,51
1973,33,,26,35,65,74,79
1973,32,,6,45,49,69,71
1973,31,,51,52,67,68,87
1973,30,,18,27,37,40,59
1973,29,,21,30,34,42,62
1973,28,,23,27,45,76,86
1973,27,,5,8,13,48,90
1973,26,,15,55,65,84,88
1973,25,,55,77,78,80,83
1973,24,,4,42,44,63,77
1973,23,,26,58,60,77,90
1973,22,,9,31,48,77,78
1973,21,,35,41,74,79,83
1973,20,,19,55,56,58,77
1973,19,,13,34,53,63,67
1973,18,,58,64,75,80,88
1973,17,,4,11,57,65,69
1973,16,,18,23,38,52,55
1973,15,,10,22,32,75,78
1973,14,,5,6,25,56,63
1973,13,,20,28,35,78,86
1973,12,,23,25,60,81,89
1973,11,,10,23,66,67,84
1973,10,,3,59,72,75,90
1973,9,,6,19,21,72,75
1973,8,,8,39,42,45,66
1973,7,,1,5,8,23,41
1973,6,,7,8,62,65,71
1973,5,,20,52,55,56,68
1973,4,,14,16,21,34,84
1973,3,,2,5,24,48,61
1973,2,,1,5,12,35,89
1973,1,,3,15,17,29,74
1972,52,,1,32,52,56,69
1972,51,,4,8,19,36,56
1972,50,,11,14,35,56,77
1972,49,,13,27,48,57,75
1972,48,,27,29,30,31,71
1972,47,,15,42,48,75,81
1972,46,,30,39,46,73,80
1972,45,,11,53,68,72,73
1972,44,,21,39,50,82,89
1972,43,,4,18,38,46,74
1972,42,,3,7,14,48,51
1972,41,,15,44,49,54,62
1972,40,,33,54,64,66,81
1972,39,,3,46,52,72,78
1972,38,,10,16,51,53,72
1972,37,,5,8,27,32,49
1972,36,,12,79,83,88,89
1972,35,,20,43,46,68,74
1972,34,,10,44,58,66,73
1972,33,,28,42,54,56,66
1972,32,,9,10,11,73,90
1972,31,,43,51,60,79,84
1972,30,,3,9,10,77,85
1972,29,,24,34,52,74,76
1972,28,,3,31,45,50,77
1972,27,,15,24,41,54,79
1972,26,,16,58,73,83,89
1972,25,,4,66,68,76,84
1972,24,,5,22,34,62,70
1972,23,,18,31,69,70,77
1972,22,,10,19,65,80,86
1972,21,,24,46,47,53,90
1972,20,,17,19,36,55,77
1972,19,,11,12,35,59,71
1972,18,,23,51,52,75,81
1972,17,,3,16,26,57,77
1972,16,,26,27,59,76,79
1972,15,,13,41,52,71,76
1972,14,,7,8,17,50,65
1972,13,,20,24,31,57,73
1972,12,,10,26,36,37,77
1972,11,,10,64,68,73,75
1972,10,,6,8,22,23,64
1972,9,,2,13,20,29,66
1972,8,,20,36,41,44,60
1972,7,,33,45,53,55,59
1972,6,,4,38,43,51,83
1972,5,,15,18,31,32,86
1972,4,,16,23,24,72,85
1972,3,,18,57,65,70,72
1972,2,,40,43,64,75,88
1972,1,,6,21,40,48,73
1971,53,,19,46,58,65,82
1971,52,,2,49,69,71,78
1971,51,,3,18,22,32,61
1971,50,,13,47,49,57,75
1971,49,,15,25,40,51,60
1971,48,,17,27,34,40,71
1971,47,,22,44,53,55,69
1971,46,,13,17,18,47,67
1971,45,,1,20,46,53,55
1971,44,,15,19,37,49,61
1971,43,,9,20,23,55,62
1971,42,,6,19,54,58,60
1971,41,,28,46,58,59,78
1971,40,,13,15,31,32,82
1971,39,,2,13,43,74,77
1971,38,,28,31,47,84,87
1971,37,,15,22,60,66,80
1971,36,,13,33,84,85,87
1971,35,,2,9,10,19,82
1971,34,,56,63,77,80,82
1971,33,,8,50,64,67,86
1971,32,,6,7,16,25,78
1971,31,,3,14,33,52,80
1971,30,,2,22,47,80,89
1971,29,,13,52,56,75,76
1971,28,,2,3,20,62,66
1971,27,,7,9,19,49,89
1971,26,,17,35,58,67,87
1971,25,,2,26,41,47,64
1971,24,,23,32,36,54,87
1971,23,,15,18,54,59,64
1971,22,,6,23,27,37,59
1971,21,,40,43,54,80,81
1971,20,,35,49,56,65,75
1971,19,,24,33,46,61,67
1971,18,,3,15,21,22,53
1971,17,,8,29,60,63,85
1971,16,,17,19,68,74,85
1971,15,,36,45,56,76,88
1971,14,,38,52,58,84,86
1971,13,,25,36,61,81,82
1971,12,,14,18,67,87,88
1971,11,,4,15,22,35,86
1971,10,,17,54,73,86,89
1971,9,,38,57,61,67,69
1971,8,,4,23,62,77,81
1971,7,,23,42,45,84,89
1971,6,,7,34,52,53,80
1971,5,,7,25,41,48,56
1971,4,,2,33,48,52,54
1971,3,,6,12,32,34,80
1971,2,,29,37,74,81,87
1971,1,,29,44,48,72,88
1970,52,,23,28,37,54,76
1970,51,,11,23,37,39,64
1970,50,,27,40,55,65,70
1970,49,,8,31,37,61,72
1970,48,,10,17,19,23,47
1970,47,,22,24,29,74,82
1970,46,,19,38,43,63,90
1970,45,,20,49,50,79,84
1970,44,,18,24,27,46,61
1970,43,,13,44,63,85,86
1970,42,,4,10,39,44,76
1970,41,,16,41,65,80,82
1970,40,,25,33,37,46,65
1970,39,,26,32,56,64,86
1970,38,,1,44,55,61,66
1970,37,,15,16,33,62,78
1970,36,,14,24,30,58,61
1970,35,,4,7,25,70,78
1970,34,,22,30,33,36,90
1970,33,,2,12,28,63,79
1970,32,,5,12,62,75,90
1970,31,,19,23,25,53,79
1970,30,,3,10,23,84,87
1970,29,,44,47,48,55,60
1970,28,,1,25,62,70,73
1970,27,,39,50,51,59,72
1970,26,,11,35,51,53,90
1970,25,,3,34,38,40,65
1970,24,,12,15,42,45,87
1970,23,,5,17,77,86,89
1970,22,,8,49,53,64,78
1970,21,,6,33,73,76,87
1970,20,,3,13,15,56,75
1970,19,,8,47,65,77,88
1970,18,,4,62,73,79,84
1970,17,,44,45,49,56,90
1970,16,,11,13,40,55,56
1970,15,,55,72,73,77,87
1970,14,,4,42,44,72,81
1970,13,,20,21,29,36,67
1970,12,,21,24,42,57,66
1970,11,,10,18,57,64,80
1970,10,,10,19,31,73,79
1970,9,,29,34,44,74,81
1970,8,,6,11,19,25,76
1970,7,,25,34,49,68,75
1970,6,,3,39,69,76,81
1970,5,,26,53,61,70,83
1970,4,,25,34,46,51,53
1970,3,,3,16,19,57,67
1970,2,,12,33,34,46,87
1970,1,,15,30,34,44,47
1969,52,,13,47,66,73,75
1969,51,,7,47,50,72,79
1969,50,,34,47,49,51,56
1969,49,,7,11,13,76,79
1969,48,,55,69,72,73,78
1969,47,,2,61,69,78,84
1969,46,,25,26,30,40,86
1969,45,,7,41,53,86,88
1969,44,,14,34,46,57,69
1969,43,,22,25,59,64,76
1969,42,,18,19,35,44,86
1969,41,,24,44,60,64,79
1969,40,,45,57,69,86,90
1969,39,,10,58,60,82,87
1969,38,,20,24,41,84,88
1969,37,,3,8,26,36,65
1969,36,,21,22,56,84,86
1969,35,,24,32,40,83,89
1969,34,,3,11,42,53,56
1969,33,,8,20,22,56,89
1969,32,,17,21,49,63,80
1969,31,,13,30,39,47,77
1969,30,,21,57,69,85,86
1969,29,,29,40,51,56,74
1969,28,,16,38,50,51,84
1969,27,,16,35,57,70,74
1969,26,,8,12,32,37,47
1969,25,,18,31,40,49,72
1969,24,,3,34,43,57,59
1969,23,,3,27,53,61,78
1969,22,,4,18,37,77,90
1969,21,,28,46,61,63,90
1969,20,,6,21,25,60,65
1969,19,,30,54,59,84,85
1969,18,,4,41,50,71,86
1969,17,,48,51,58,65,69
1969,16,,24,58,63,76,87
1969,15,,1,21,76,86,87
1969,14,,28,39,41,58,65
1969,13,,5,46,61,85,90
1969,12,,33,42,48,64,79
1969,11,,23,33,57,73,82
1969,10,,39,40,48,74,85
1969,9,,2,34,36,50,65
1969,8,,7,14,69,86,90
1969,7,,31,37,40,47,71
1969,6,,2,42,70,71,82
1969,5,,28,48,63,72,74
1969,4,,20,61,77,83,86
1969,3,,2,3,62,63,66
1969,2,,2,22,33,37,40
1969,1,,9,50,67,75,78
1968,52,,10,69,70,76,87
1968,51,,14,20,42,43,90
1968,50,,37,41,58,60,69
1968,49,,29,32,75,77,83
1968,48,,2,46,58,68,78
1968,47,,12,18,48,71,77
1968,46,,28,48,68,80,88
